1,0,0,0,0,X,F,Fail
2,0,0,0,1,X,F,Fail
3,0,0,0,9,X,F,Fail
4,0,0,0,10,X,F,Fail
5,0,0,0,5,X,F,Fail
6,0,0,1,0,X,F,Fail
7,0,0,1,1,X,F,Fail
8,0,0,1,9,X,F,Fail
9,0,0,1,10,X,F,Fail
10,0,0,1,5,X,F,Fail
11,0,0,49,0,X,F,Fail
12,0,0,49,1,X,F,Fail
13,0,0,49,9,X,C,Fail
14,0,0,49,10,X,C,Fail
15,0,0,49,5,X,C,Fail
16,0,0,50,0,X,F,Fail
17,0,0,50,1,X,C,Fail
18,0,0,50,9,X,C,Fail
19,0,0,50,10,X,C,Fail
20,0,0,50,5,X,C,Fail
21,0,0,25,0,X,F,Fail
22,0,0,25,1,X,F,Fail
23,0,0,25,9,X,F,Fail
24,0,0,25,10,X,F,Fail
25,0,0,25,5,X,F,Fail
26,0,1,0,0,X,F,Fail
27,0,1,0,1,X,F,Fail
28,0,1,0,9,X,F,Fail
29,0,1,0,10,X,F,Fail
30,0,1,0,5,X,F,Fail
31,0,1,1,0,X,F,Fail
32,0,1,1,1,X,F,Fail
33,0,1,1,9,X,F,Fail
34,0,1,1,10,X,F,Fail
35,0,1,1,5,X,F,Fail
36,0,1,49,0,X,F,Fail
37,0,1,49,1,X,C,Fail
38,0,1,49,9,X,C,Fail
39,0,1,49,10,X,C,Fail
40,0,1,49,5,X,C,Fail
41,0,1,50,0,X,C,Fail
42,0,1,50,1,X,C,Fail
43,0,1,50,9,X,C,Fail
44,0,1,50,10,X,C,Fail
45,0,1,50,5,X,C,Fail
46,0,1,25,0,X,F,Fail
47,0,1,25,1,X,F,Fail
48,0,1,25,9,X,F,Fail
49,0,1,25,10,X,F,Fail
50,0,1,25,5,X,F,Fail
51,0,14,0,0,X,F,Fail
52,0,14,0,1,X,F,Fail
53,0,14,0,9,X,F,Fail
54,0,14,0,10,X,F,Fail
55,0,14,0,5,X,F,Fail
56,0,14,1,0,X,F,Fail
57,0,14,1,1,X,F,Fail
58,0,14,1,9,X,F,Fail
59,0,14,1,10,X,F,Fail
60,0,14,1,5,X,F,Fail
61,0,14,49,0,X,C,Fail
62,0,14,49,1,X,C,Fail
63,0,14,49,9,X,C,Fail
64,0,14,49,10,X,C,Fail
65,0,14,49,5,X,C,Fail
66,0,14,50,0,X,C,Fail
67,0,14,50,1,X,C,Fail
68,0,14,50,9,X,C,Fail
69,0,14,50,10,X,C,Fail
70,0,14,50,5,X,C,Fail
71,0,14,25,0,X,F,Fail
72,0,14,25,1,X,F,Fail
73,0,14,25,9,X,F,Fail
74,0,14,25,10,X,F,Fail
75,0,14,25,5,X,F,Fail
76,0,15,0,0,X,F,Fail
77,0,15,0,1,X,F,Fail
78,0,15,0,9,X,F,Fail
79,0,15,0,10,X,F,Fail
80,0,15,0,5,X,F,Fail
81,0,15,1,0,X,F,Fail
82,0,15,1,1,X,F,Fail
83,0,15,1,9,X,F,Fail
84,0,15,1,10,X,F,Fail
